Gene name	Ensembl ID	Gene description	Canonical RBD	Pfam ID	Protein Domains	Pfam Description	Excitatory Expression	Inhibitory Expression	Astrocyte Expression	Microglia Expression	Oligodendrocyte Expression	Amygdala expression	Basal ganglia expression	Cerebellum expression	Cortex expression	Hippocampus expression	Hypothalamus expression	Non-brain expression	Accelerated dorsal expression (D2)	NPC expression (D15)	Neural rosette expression (D21)	Neuron expression (D77)	CBC protein expression	MD protein expression	STR protein expression	AMY protein expression	HIP protein expression	V1C protein expression	DFC protein expression	LOEUF	Synapse localization	Autism susceptibility
ADARB2	ENSG00000185736	adenosine deaminase, RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]	1	PF02137|PF00035	A_deamin|dsrm	Adenosine-deaminase (editase) domain|Double-stranded RNA binding motif	0.338861584785714	8.13924994796296	0.678887653333333	0.15746453	5.41942815	3.25952559566043	2.68785014621668	2.46276956051554	3.15675902474162	3.26973486785964	2.94385758033505	0.313537264169244	0.102287544561647	0.0912062221109261	0.114982640875037	0.566396823751824	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.382	0	0
AEN	ENSG00000181026	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]	1	PF00929	RNase_T	Exonuclease	0.602475106883929	0.229431863157407	0	0	0	2.36745494082898	2.17382142357375	2.49505808747003	2.5494621765721	2.26975431369889	3.34083995753501	3.86238195778618	3.81758655397215	2.98572988026445	2.605473616774	1.38496117617407	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	1.878	0	0
AFF4	ENSG00000072364	AF4/FMR2 family member 4 [Source:HGNC Symbol;Acc:HGNC:17869]	0	PF05110	AF-4	AF-4 proto-oncoprotein	6.21174623035714	5.45626527407407	2.481682	0.41459075	1.9766313	3.35672415281735	3.54769350705028	5.21884702507707	3.72797489485833	3.42909100888525	3.88930804170466	5.00649102868334	2.37258401103938	2.74432427670722	2.68915430875288	2.72254169806053	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.138	0	0
AGO1	ENSG00000092847	argonaute 1, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3262]	1	PF16488|PF08699|PF16486|PF16487|PF02170|PF02171	ArgoL2|ArgoL1|ArgoN|ArgoMid|PAZ|Piwi	Argonaute linker 2 domain|Argonaute linker 1 domain|N-terminal domain of argonaute|Mid domain of argonaute|PAZ domain|Piwi domain	0.616540139142857	0.315162281388889	0.193148633333333	0	0.037176691	2.83586547620695	2.92479065521915	4.22586487644094	3.16354059559409	2.84718315739772	2.95507469075148	3.44115012327457	2.11014753925237	2.29624335939347	2.50906887331544	1.28501445542929	8.77813856839821	7.94801158241398	7.77642381328997	7.74537585289282	8.12059462414248	8.11139100992582	8.11204451351667	0.057	0	1
AGO2	ENSG00000123908	argonaute 2, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3263]	1	PF08699|PF02170|PF02171|PF16486|PF16487|PF16488	ArgoL1|PAZ|Piwi|ArgoN|ArgoMid|ArgoL2	Argonaute linker 1 domain|PAZ domain|Piwi domain|N-terminal domain of argonaute|Mid domain of argonaute|Argonaute linker 2 domain	2.6147997375	1.58000843351852	1.81304363333333	0.10816726	2.02260175	2.3387666844218	2.62467411453116	3.98810749330942	2.62110474920153	2.48428767896853	2.78237081950521	3.77763012059746	2.35451982863117	1.85210518597698	1.6585473605506	1.02205738078825	8.23796506442575	7.7275721663804	7.77020344719027	7.66653015152738	7.68136972702308	7.83283943678766	7.71551455762519	0.106	1	1
AGO3	ENSG00000126070	argonaute 3, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18421]	1	PF16486|PF08699|PF16487|PF16488|PF02170|PF02171	ArgoN|ArgoL1|ArgoMid|ArgoL2|PAZ|Piwi	N-terminal domain of argonaute|Argonaute linker 1 domain|Mid domain of argonaute|Argonaute linker 2 domain|PAZ domain|Piwi domain	5.89993972321429	4.99882467777778	3.2188707	0.95254	2.8030572	1.45536536284872	1.76482595441944	3.06401280003049	1.64423470329465	1.62346423665086	1.89630672885683	2.45816936421707	0.573671103626313	1.03281301948173	0.923730634175971	0.702585792496153	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.193	0	1
AIMP1	ENSG00000164022	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]	1	PF01588	tRNA_bind	Putative tRNA binding domain	2.05109715089286	1.17886712574074	0.0232140386666667	0	0.080710525	3.89774382862452	4.12738152893607	4.93276278338188	3.92871141255659	3.91342560781579	4.14031240347986	5.19490259372704	2.6055296387899	2.44734270558676	2.49336571840857	1.69117430908561	9.05391430321209	9.17634376361618	8.97192990872894	8.90405581024387	8.96346696949231	9.08058031207094	9.05406050036013	1.216	0	0
AIMP2	ENSG00000106305	aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]	0	PF16780|PF00043	AIMP2_LysRS_bd|GST_C	AIMP2 lysyl-tRNA synthetase binding domain|Glutathione S-transferase, C-terminal domain	0.300211665398214	0.0808329229277778	0	0	0	2.68001147641241	2.90301801823557	3.30736440398773	3.0484907974636	2.68281372648585	2.88102045019937	4.01869648069887	3.62474334193005	2.24215975761198	2.66639447576246	1.55898432125523	8.69392454548514	8.53739477793609	8.25295754851074	8.30322214341114	8.62437833831268	8.46195796835187	8.49968638373407	0.967	0	0
AKAP1	ENSG00000121057	A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]	1	PF00567|PF00013	TUDOR|KH_1	Tudor domain|KH domain	0.740024774910714	0.770507977962963	0.006312155	0	0	4.13036257322062	4.37745349014677	5.62921380077429	4.61229351573825	3.83349733685984	3.95157847023032	5.40758049133477	3.08212991528237	1.39399895187497	1.68491860018974	1.98446983506323	8.73503787108486	8.92315375609015	8.94621188493807	8.76926350204959	8.90832687521468	8.92151086259642	8.86157968905294	0.373	1	0
AKAP17A	ENSG00000197976	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]	0	NA	NA	NA	0	0	0	0	0	3.76990923295793	3.95581959219241	5.48507093997025	4.18481188276165	3.97145158639538	3.9946159268993	5.91581008001834	0	0	0	0	0	0	0	0	0	0	0	0.524	0	0
AKAP8	ENSG00000105127	A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]	0	PF04988	NA	NA	1.18135533267857	0.46008164137037	0.17604413	0	0.0097894735	3.11609023255582	3.3452423604686	5.06876323304248	3.84581117166484	3.14904470148523	3.34074170463445	5.00677824381025	2.34736513509439	2.06702686202795	2.15466522679925	1.27528267940245	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.397	0	0
AKAP8L	ENSG00000011243	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	0	PF04988	NA	NA	5.28867839464286	3.63609121111111	1.7115883	0.15478648	0.429407625	5.0680602443687	5.34877417812403	7.47948522899512	5.58245062703215	5.20288783347014	5.38726602704501	6.06484405966942	2.98722009610944	3.05997390939537	3.11741075506791	2.62903412906941	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.468	0	0
ALKBH5	ENSG00000091542	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	0	PF13532	2OG-FeII_Oxy_2	2OG-Fe(II) oxygenase superfamily	0.743062900446429	0.489900047962963	0.00697471266666667	0	0.0033157895	5.60735694787374	5.7690774603278	6.72359815040298	6.09312067540246	5.61235839692148	6.01133461478042	6.35580035438879	3.51028083767158	4.05445564516769	4.09787176765101	3.09387243027163	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.343	0	0
ALYREF	ENSG00000183684	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]	1	PF13865|PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0	0	0	0	0	4.43327997055726	4.48641512112504	5.2252074369435	4.57198618574168	4.28409210098934	4.65041418059592	5.78597681090034	4.82464172293013	4.30907391604846	4.66761282911605	2.11372430441351	9.49941971375933	8.12123377267017	8.14811205008738	8.07962145778822	8.34367878902066	8.49496262953114	8.6464252382752	0.36	0	0
ANKHD1	ENSG00000131503	ankyrin repeat and KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24714]	1	PF12796|PF00013|PF13606	Ank_2|KH_1|Ank_3	Ankyrin repeats (3 copies)|KH domain|Ankyrin repeat	0.287119067339286	0.0150887527685185	0	0	0	3.34380859421437	3.55264143438809	5.40643632839132	3.74886908019765	3.37839786781393	3.55862275296213	5.36944554452865	0.2040035348634	0.130025833189128	0.106421594661593	0.141098152913172	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.112	0	0
ANKRD17	ENSG00000132466	ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]	1	PF00013|PF12796	KH_1|Ank_2	KH domain|Ankyrin repeats (3 copies)	8.34526735714286	7.99376950740741	6.83053603333333	3.3052313	6.49477815	3.36382988359298	3.58817492922598	4.97156424584281	4.07346037136096	3.41060161292843	3.80451826988807	4.55163905673439	2.94001621220214	2.75940029650268	2.58859786595694	2.9305936563101	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.062	0	1
APEX1	ENSG00000100823	apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]	0	PF03372	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	1.45125983617857	0.534051716481482	0	0	0	5.4649916610289	5.69155510171156	6.73140049856243	6.08998958682088	5.44613048493373	5.83939025540504	6.85014932396089	5.04584116647077	4.14065361217099	4.45202552999187	2.51205419954593	10.0312532489701	9.15303401086878	9.22244372355273	8.93711057366487	9.31155553560705	9.46037505290657	9.33845046883331	1.273	0	0
API5	ENSG00000166181	apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]	0	PF05918	API5	Apoptosis inhibitory protein 5 (API5)	3.7684752125	1.32289429925926	0.0355709033333333	0	0	4.51604667408578	4.6397646811042	6.09717990410771	4.753706146009	4.55221105077684	4.75554458024789	5.52131147920914	4.16608996082176	3.84655085890656	3.85965323553104	2.4290421588259	9.41370788213695	7.98866006225968	8.24515271999517	8.01509998340886	8.50988549688538	8.74806604654139	8.62122976914798	0.144	0	0
APOBEC3F	ENSG00000128394	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	1	PF08210	APOBEC_N	APOBEC-like N-terminal domain	0	0	0	0	0	0.470420247410845	0.419965434724183	0.256699107321589	0.36217697158334	0.406870775142497	0.527800008476874	1.68867273833914	0.235845426423283	0.160778592580311	0.147723670170723	0.03279425775114	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	1.019	0	0
AQR	ENSG00000021776	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]	0	PF16399|PF13087|PF13086	Aquarius_N|AAA_12|AAA_11	Intron-binding protein aquarius N-terminus|AAA domain	3.13077167571429	1.76750185555556	1.16304993333333	0.26697508	0.561558925	2.15631570949275	2.3179219444407	3.75518669677506	2.51821030719734	2.15536390135366	2.45511018318752	3.57093646531208	2.3855087995035	1.69078408721791	1.938050671728	1.1803829616011	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.219	0	0
ARL6IP4	ENSG00000182196	ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]	0	PF10500	NA	NA	2.59604704339286	1.37336409740741	0.05466259	0	0	7.85542291968939	7.5395969825709	8.37795012876178	7.90000334716713	7.37165469062163	7.66446861814315	8.16763892400497	0.141549574798701	0.150334616267423	0.2068572774179	0.102946522231118	6.94159813625968	6.74369134199958	6.74169535050393	6.74124791204982	6.74169535050393	6.74169535050393	6.74169535050393	0.95	0	0
ATXN2	ENSG00000204842	ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]	0	PF07145|PF14438|PF06741	PAM2|SM-ATX	Ataxin-2 C-terminal region|Ataxin 2 SM domain	6.68654502678571	6.71448038333333	7.1178367	2.5735466	5.73834975	3.45956276677073	3.70419692620661	5.01547303780467	4.17377506137059	3.57285329749891	3.95637267212407	4.45461021590828	0.93331020561094	1.01957931642856	0.910028699899373	1.31179997631217	5.7316631142773	6.59124023342008	6.10331485272115	5.74163088621386	6.19463327535256	6.93154164083437	6.04444154121254	0.333	0	0
ATXN2L	ENSG00000168488	ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]	0	PF06741|PF07145|PF14438	PAM2|SM-ATX	Ataxin-2 C-terminal region|Ataxin 2 SM domain	2.18214754285714	1.30918503685185	0.299644693333333	0	0.04333817435	4.69432306012539	4.92308498529639	7.69611904161923	5.63138953284448	4.95028643272934	5.30024821572402	6.54321901036268	2.47335914321376	2.42178202569545	1.95062825491111	2.22432811882905	8.34010610014535	8.22377120764439	7.96123055613113	8.02325642321637	8.19669295614298	8.2893181566396	8.23559560605651	0.143	0	0
AZGP1	ENSG00000160862	alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]	0	PF00129|PF07654	MHC_I|C1-set	Class I Histocompatibility antigen, domains alpha 1 and 2|Immunoglobulin C1-set domain	0	0	0	0	0	2.35718882201021	2.88593548098938	2.09449282644213	2.1382640170227	2.84105127031555	2.6854087083462	2.45272984102325	0.103252865066129	0	0.00170316251337833	0.0087456056162303	7.24118932791114	7.22528224560836	7.2252741237223	7.33018843521865	7.23105899493916	7.20555277535985	7.16508162563482	1.475	0	1
BAZ2A	ENSG00000076108	bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]	0	PF15613|PF00628|PF00439|PF15612|PF02791|PF01429|PF02178	PHD|Bromodomain|WHIM1|MBD	PHD-finger|Bromodomain|WSTF, HB1, Itc1p, MBD9 motif 1|Methyl-CpG binding domain	1.82868102017857	0.83047887	0.75387538	0.046347518	0.095311455	3.21799994846544	3.32034603399473	5.60406390848204	3.67957017716414	3.30590925255328	3.50507791475161	5.41021897514683	2.22851851072347	2.19996791294546	1.71940212738433	0.992756856303084	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.146	0	0
BCLAF1	ENSG00000029363	BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]	1	PF15440|PF09405	Btz	CASC3/Barentsz eIF4AIII binding	6.37910085	5.69647605555556	1.48049083333333	0.37749112	0.572644575	3.90998426161485	4.07018750821939	5.82058362630168	4.33713304212384	3.97144238931739	4.40650265681287	5.37755760323341	3.90541102001151	3.06539129425145	3.76763065743922	3.21903044082963	9.27597041779919	8.41168841478673	8.27728656592152	8.18521339754389	8.2246863810299	8.84726907401076	8.59394197064617	0.929	0	0
BICC1	ENSG00000122870	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	1	PF00013|PF00536	KH_1|SAM_1	KH domain|SAM domain (Sterile alpha motif)	2.93332640598214	1.53672404637037	1.2276113	0.07535461	0.075396811	0.567048888196529	0.727523631636896	0.252642727562747	1.36604519020281	0.635026244298077	0.884881548247035	3.26574142619113	0.13155108075655	0.463290335926488	0.759686367553939	0.523008659916279	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.339	0	0
BMS1	ENSG00000165733	BMS1, ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]	0	PF08142|PF04950	NA	NA	3.60891830892857	1.49858418925926	0.341601736666667	0.009466192	0.08632411225	2.56773769682485	3.01522725284431	4.51002196308046	3.30765292696781	2.66171084167995	3.21648280302458	4.11160727354895	3.15699894827886	2.32037770895381	2.54775824995472	1.41611809061713	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.448	0	0
BOP1	ENSG00000261236	block of proliferation 1 [Source:HGNC Symbol;Acc:HGNC:15519]	1	PF00400|PF08145	WD40|BOP1NT	WD domain, G-beta repeat|BOP1NT (NUC169) domain	0.100019460316071	0.021533063787037	0	0	0	3.9903377267692	4.18576745571063	6.31926025061864	4.86958027212793	4.06162068914156	4.25379265917097	4.65792577227638	3.23162986116489	2.05840846242759	2.33721615059301	1.63203204801585	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	1.32	0	0
BRIX1	ENSG00000113460	BRX1, biogenesis of ribosomes [Source:HGNC Symbol;Acc:HGNC:24170]	1	PF04427	Brix	Brix domain	0.956817588071429	0.319399622222222	0	0	0	3.69200307625908	3.85481852684661	4.8165177910772	3.84058408284272	3.75527216955433	4.15488290232175	4.89428908238584	2.58802639160327	1.82767538748138	1.95439427079814	1.06292469792249	7.68043726692917	7.35110305837351	7.14429957440175	7.1741725962932	7.23036251505544	7.6282311161108	7.54402072099979	0.445	0	0
BUD13	ENSG00000137656	BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]	0	PF09736	Bud13	Pre-mRNA-splicing factor of RES complex	0.110041616782143	0.0039007822962963	0	0	0	2.85239842028655	3.06148071720774	4.68831745846689	3.27016261578805	2.87859587561316	3.23834206194063	4.47121347809721	2.86289070203355	2.96044999434635	3.02450637635768	1.46865179641128	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.774	0	0
BYSL	ENSG00000112578	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	0	PF05291	NA	NA	0	0	0	0	0	2.42653045452965	2.49979232304646	3.11055200421598	3.03127520197191	2.41828441506134	2.85528013135869	3.71988435206313	2.86893143976815	2.24926522404092	2.31941115871726	1.3029649058091	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.806	0	0
BZW1	ENSG00000082153	basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]	0	PF02020	W2	eIF4-gamma/eIF5/eIF2-epsilon	1.16074253607143	0.23971778287037	0	0	0	3.55380282922981	3.43344222856518	4.04740315157638	3.68177532477327	3.59877013223873	3.75267367206362	4.71562434981619	4.14335589000125	3.87095026710348	4.39552373904774	3.84000236036301	9.06645209915554	8.88030741880057	8.50437708676254	8.86010347899638	8.86056661904813	9.03736317531186	9.03294493973884	0.347	0	0
BZW2	ENSG00000136261	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]	0	PF02020	W2	eIF4-gamma/eIF5/eIF2-epsilon	2.61816472321429	0.6764595105	0	0	0.011815789	3.07029314501587	3.73383154425216	3.87467403163581	4.32126430248459	3.23909248294191	3.04657312838374	5.21137048577223	3.44281997526801	3.93639708441066	3.70008572972649	2.66274981967923	8.04771473193222	8.05197402985796	8.13940161004651	7.96061569871115	7.96308740781605	8.05850832969148	8.13099120123146	0.532	0	0
C11orf68	ENSG00000175573	chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:28801]	0	PF08939	DUF1917	Domain of unknown function (DUF1917)	0.128151833491071	0.0029290895	0	0	0	5.27116792223369	5.35154706215402	7.28824319366069	6.37233053289383	5.29923366607114	5.42193016443821	5.87100084482515	2.28083693576928	2.37405684203206	2.59971561343217	2.09550021223175	8.51468441901409	8.25055513301168	8.10806411947408	8.36102223114505	8.33580007617024	8.46933595835495	8.44863188053583	0.843	0	0
C12orf65	ENSG00000130921	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]	0	PF00472	RF-1	RF-1 domain	0.37778384375	0.215098273592593	0.316091643333333	0	0	2.20604614474204	2.32373898285898	3.62908845789859	2.71171294636971	2.31373344094589	2.67903413225295	3.02307256385871	0.744824724394016	0.842032254868368	0.920606490037263	0.714247758434142	8.67214299607032	8.34645771258824	8.28124659342509	8.25278758291242	8.34648842396567	8.46447011550768	8.401113241522	0.907	0	0
C1QBP	ENSG00000108561	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]	0	PF02330	MAM33	Mitochondrial glycoprotein	0.696684882375	0.20338432637037	0	0	0	5.6235215941969	5.84220826710264	6.32322593648301	6.07098388769117	5.78971621177381	6.13430514928569	6.31133054266124	5.36402593946725	3.94297694298163	3.98967637665943	2.66486330458045	9.56491592199346	9.59903980841501	9.60057143346908	9.22932416363641	9.5163405082888	9.53762299012761	9.59268777042072	1.467	1	0
